,_,date,edit_date,edit_hide,entities,forwards,from_id,from_scheduled,fwd_from,grouped_id,id,legacy,media,media_unread,mentioned,message,out,peer_id,pinned,post,post_author,replies,reply_markup,reply_to,restriction_reason,silent,via_bot_id,views,action
0,Message,2021-01-13 07:58:38+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28230.0,0.0,,0.0,0.0,What is the link to this group please,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
1,Message,2021-01-13 07:58:30+00:00,,0.0,"[{'_': 'MessageEntityUrl', 'offset': 109, 'length': 18}]",14,"{'_': 'PeerUser', 'user_id': 1115589122}",0.0,"{'_': 'MessageFwdHeader', 'date': datetime.datetime(2021, 1, 11, 17, 13, 36, tzinfo=datetime.timezone.utc), 'from_id': {'_': 'PeerChannel', 'channel_id': 1384088786}, 'from_name': None, 'channel_post': 536, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'psa_type': None}",,28229.0,0.0,"{'_': 'MessageMediaPhoto', 'photo': {'_': 'Photo', 'id': 6332617944818887750, 'access_hash': 878739233044765579, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00nE_\xfe\xa8.\x05\xdcM\x9f\xcb\xbc\xff\xd5\xadh\x8c\x8fC2\x13O', 'date': datetime.datetime(2021, 1, 11, 14, 28, 3, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b""\x01%(\x19\x8b\xdc\x08\xb7\x90[=\r[\xb6\x1bc\xc1\xc9\xc1#\xe6\xeb\xd6\xb3nJ\x8b\x85`\xe5$\x1d8\xabv\xe4\x84\xe0\x96\x07\xb9\xf5\xcf5\x05\xb2\xd4\xae\x04d\xa63\xefY\x97\r+LpH\xe3$\x03WVU|\xedl\xe2\xa9\xcd\x93v\xc0\x1c\x12?\xa5\t\x89\x89\x0b7\x9c\xa3{`\xb0\xeah\xa6\xc3\xfe\xba>\xff\x000\xe6\x8a\xa1\x0bq\x12\xc9!v'\xe5\xe3\x8a\xb7j\x0c\x91\x95\xec:\x9a\x81\xdf\xe7e\xf7\xcd[\xb7\x91\x12\xd8\x1c\xa8\xeaH\xcdF\xe6\x8e\xc9\rH\xca\xe5@\xc8^*\xab\x81\xf6\x92X\x1e}\xaaY$\x80\xcae[\xa2\xbe\xc0S\xd6e|\x83#\x91\xdb\x81\xcd=\x89\xdc\xaa\x00\x17)\x8e\x06\xf1\xc5\x15(\x8f3+\xee$\x16\x07\xa5\x15H\x97\xa1\x1b\xc5\xbaf\xcb~\x9e\xf4\xd3\x0f\x96q\xbb {QEIoa\xcd\x08#\xb0?J\x8b\xcbe\xc6\x1f\xa7\xb5\x14S%\x13\xc2\xac^2[\xf8\x87j(\xa2\x99'""}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 500049500979, 'local_id': 160696}, 'w': 320, 'h': 298, 'size': 41560}, {'_': 'PhotoSize', 'type': 'x', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 500049500979, 'local_id': 160697}, 'w': 707, 'h': 659, 'size': 135146}], 'dc_id': 5, 'has_stickers': False, 'video_sizes': []}, 'ttl_seconds': None}",0.0,0.0,"Our Guys TV Guide

JOIN THIS GROUP! Constant new posting of NATIONALIST videos from all corners of the web.. https://t.me/OGTVG",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56693, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,2039,
2,Message,2021-01-13 07:57:46+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28228.0,0.0,,0.0,0.0,Me too fren,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28220, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
3,Message,2021-01-13 07:57:36+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 913812192}",0.0,,,28227.0,0.0,,0.0,0.0,"That is destiny, a man who is destined to drown will not die from a bullet",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
4,Message,2021-01-13 07:56:54+00:00,,0.0,"[{'_': 'MessageEntityUrl', 'offset': 0, 'length': 44}]",,"{'_': 'PeerUser', 'user_id': 1115589122}",0.0,,,28226.0,0.0,"{'_': 'MessageMediaWebPage', 'webpage': {'_': 'WebPage', 'id': 709785205079193312, 'url': 'https://www.bitchute.com/video/lG3MkeMJ6ku4/', 'display_url': 'bitchute.com/video/lG3MkeMJ6ku4', 'hash': 0, 'type': 'photo', 'site_name': 'BitChute', 'title': 'THE TURNER DIARIES BY DR. WILLIAM PIERCE (COMPLETE AUDIOBOOK)', 'description': 'Here is an audiobook of The Turner diaries for those who cannot get access to the book or the audiobook anywhere else.  Enjoy! 🤚 \n \nDownload and share \nhttps://flvto.stream/converter2/ \nhttps://bitdownloader.com/en2 \nhttps://9xbuddy.org/', 'photo': {'_': 'Photo', 'id': 5862944355965315961, 'access_hash': -720531284465868172, 'file_reference': b'\x00_\xfe\xa8.\xf3\x88\xcd]\xd9\x97\xbeHH\xa8m\x06d\x01\x94b', 'date': datetime.datetime(2020, 11, 11, 2, 57, 10, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x17(\xad\xa7(1\xb9#8<\n\xb0\xa8Ku\x19\xf4\xaaV\x84\x84$v5\xa7\x06\xd2\xd9\xfc\x7f\x1a\x96\\R\xb1\x1b\x80\x98-\x80;\xd0\xbb029\xe0t\xa8\xa4fdl\xe79\xc6=*\r\x8d\x92:\x11L\xaef\x92\xb0_\x951\xa6\xdc{\xe3\xd6\x8ae\xc8\xc4\x0b\xf5\xa2\x84MMY]\x1d\x82\x90\x18\x81\xedZ\x9al\xdf<c?u\x0ex\xf74QTI\x10m\xd3L\xde\xafRo\x1bB\xb2\x82>\x9c\xd1Ef\xf7:\xe9EJ\n\xe5[\xcf\xb8>\xbd\xe8\xa2\x8akc\x9e\xb2\xb4\x8f'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 400086600697, 'local_id': 143041}, 'w': 320, 'h': 180, 'size': 13208}, {'_': 'PhotoSize', 'type': 'x', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 400086600697, 'local_id': 143042}, 'w': 640, 'h': 360, 'size': 23188}], 'dc_id': 4, 'has_stickers': False, 'video_sizes': []}, 'embed_url': None, 'embed_type': None, 'embed_width': None, 'embed_height': None, 'duration': None, 'author': None, 'document': None, 'cached_page': None, 'attributes': []}}",0.0,0.0,https://www.bitchute.com/video/lG3MkeMJ6ku4/,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56692, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
5,MessageService,2021-01-13 07:56:20+00:00,,,,,"{'_': 'PeerUser', 'user_id': 888904041}",,,,28225.0,0.0,,0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",,0.0,,,,,,0.0,,,"{'_': 'MessageActionChatAddUser', 'users': [888904041]}"
6,Message,2021-01-13 07:56:14+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28224.0,0.0,,0.0,0.0,Got beat up enough for being white as a kid to care,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56692, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
7,Message,2021-01-13 07:55:43+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28223.0,0.0,,0.0,0.0,Fuck them all.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56692, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
8,Message,2021-01-13 07:55:31+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28222.0,0.0,,0.0,0.0,"Well, I'm a white guy (alpine Aryan, gramps was in the Dutch SS and fought for 88, had to flee to Brazil, I live in the beach surrounded by security and niggers. You Americans are so sensitive over bullshit from centuries ago. If there was a riot for every Nigger the police murdered in cold blood the country would be in ruins 90 years ago and I would never be born.

Imagine everyone knowing your gramps is a real NS?",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28208, 'reply_to_peer_id': None, 'reply_to_top_id': 28199}",[],0.0,,,
9,MessageService,2021-01-13 07:53:57+00:00,,,,,"{'_': 'PeerUser', 'user_id': 1471628044}",,,,28221.0,0.0,,0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",,0.0,,,,,,0.0,,,"{'_': 'MessageActionChatAddUser', 'users': [1471628044]}"
10,Message,2021-01-13 07:53:20+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28220.0,0.0,,0.0,0.0,Both my gramps fought in WW2....not so people could shit on the constitution... I hope their sacrifice doesn't ever go in vain,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28228, 'read_max_id': None}",,,[],0.0,,,
11,Message,2021-01-13 07:52:33+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28219.0,0.0,,0.0,0.0,Damn...,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
12,MessageService,2021-01-13 07:52:31+00:00,,,,,"{'_': 'PeerUser', 'user_id': 1404661518}",,,,28218.0,0.0,,0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",,0.0,,,,,,0.0,,,"{'_': 'MessageActionChatAddUser', 'users': [1404661518]}"
13,Message,2021-01-13 07:52:22+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28217.0,0.0,,0.0,0.0,That meme hit home... the ww2 vets winning the war...for the LGBT people to take over.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
14,Message,2021-01-13 07:51:48+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28216.0,0.0,,0.0,0.0,Hmm... I like the minds of people here,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
15,Message,2021-01-13 07:51:07+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1320770300}",0.0,,,28215.0,0.0,,0.0,0.0,Utopia creates degeneracy and arbitrary tendencies,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
16,Message,2021-01-13 07:50:51+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1353755924}",0.0,,,28214.0,0.0,,0.0,0.0,Niggers destroy nations,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
17,Message,2021-01-13 07:50:42+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1320770300}",0.0,,,28213.0,0.0,,0.0,0.0,There shouldn’t ever be,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28211, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
18,Message,2021-01-13 07:50:41+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28212.0,0.0,,0.0,0.0,Not forever,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
19,Message,2021-01-13 07:50:29+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28211.0,0.0,,0.0,0.0,There can never be a world utopia though...for everyone.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28213, 'read_max_id': None}",,,[],0.0,,,
20,Message,2021-01-13 07:50:11+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28210.0,0.0,,0.0,0.0,I suppose that's true...,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28209, 'reply_to_peer_id': None, 'reply_to_top_id': 28199}",[],0.0,,,
21,Message,2021-01-13 07:49:43+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1320770300}",0.0,,,28209.0,0.0,,0.0,0.0,Civilizations have always been built upon the ruins and corpses of the conquered,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28199, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
22,Message,2021-01-13 07:49:34+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28208.0,0.0,,0.0,0.0,Yeah you know what I mean.... USA is built on an Indian grave yard... and we get shit for it. Taking over the Indians land and all that,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28206, 'reply_to_peer_id': None, 'reply_to_top_id': 28199}",[],0.0,,,
23,Message,2021-01-13 07:49:02+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28207.0,0.0,,0.0,0.0,"Ow yeah, that's right",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28201, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
24,Message,2021-01-13 07:48:39+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28206.0,0.0,,0.0,0.0,Guilt for living in an Indian cemetery?,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28199, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
25,Message,2021-01-13 07:48:35+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 913812192}",0.0,,,28205.0,0.0,,0.0,0.0,"A united German and Soviet front to tear down the british and the americans, if that happened we would be living beautiful lives right now",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
26,Message,2021-01-13 07:48:29+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28204.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5181853007259631973, 'access_hash': 998686838606982494, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00n,_\xfe\xa8.\xd5^5\xa4a\x8er\x0f\xce\xb8\xc9\xb6X\x13|n', 'date': datetime.datetime(2021, 1, 11, 15, 23, 17, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 91509626, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 839, 'w': 464, 'h': 848, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_4225.mp4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01(\x16\xc6\xa2\x8a(\x00\xa2\x8a(\x00\xa2\x8a(\x00\xa2\x8a(\x00\xa2\x8a(\x00\xa2\x8a(\x03'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100035200736, 'local_id': 5069}, 'w': 175, 'h': 320, 'size': 1298}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,"Dr. Pierce breaks down the Protocols of the learned elders of Zion.. must watch
 👌🏻",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
27,Message,2021-01-13 07:48:18+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28203.0,0.0,,0.0,0.0,If there is ONE video you guys watch that I post... watch this one...,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
28,Message,2021-01-13 07:48:14+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28202.0,0.0,,0.0,0.0,Did the Chinese have a spot in Hitler world?,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
29,Message,2021-01-13 07:47:44+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 913812192}",0.0,,,28201.0,0.0,,0.0,0.0,Stalin even wanted to join the Axis powers,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28207, 'read_max_id': None}",,,[],0.0,,,
30,Message,2021-01-13 07:47:34+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28200.0,0.0,,0.0,0.0,Don't forget Marx,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28194, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
31,Message,2021-01-13 07:47:31+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28199.0,0.0,,0.0,0.0,"The future white ethnostate sounds good on paper... but in the back your minds... could you live with a clean conscious? Say if built your houses on ""Indian grave yard"" ...African indians",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 5, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28222, 'read_max_id': None}",,,[],0.0,,,
32,Message,2021-01-13 07:47:14+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28198.0,0.0,,0.0,0.0,I guess he wasn't whatever,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
